"county","precinct","office","district","party","candidate","votes"
"Monroe","2","President","Leg. Dist. 26",,"Total votes",256
"Monroe","3","President","Leg. Dist. 26",,"Total votes",175
"Monroe","4","President","Leg. Dist. 26",,"Total votes",313
"Monroe","5","President","Leg. Dist. 26",,"Total votes",329
"Monroe","6","President","Leg. Dist. 26",,"Total votes",291
"Monroe","7","President","Leg. Dist. 26",,"Total votes",381
"Monroe","8","President","Leg. Dist. 26",,"Total votes",354
"Monroe","9","President","Leg. Dist. 26",,"Total votes",382
"Monroe","10","President","Leg. Dist. 26",,"Total votes",395
"Monroe","11","President","Leg. Dist. 26",,"Total votes",318
"Monroe","12","President","Leg. Dist. 26",,"Total votes",342
"Monroe","13","President","Leg. Dist. 26",,"Total votes",365
"Monroe","14","President","Leg. Dist. 26",,"Total votes",383
"Monroe","15","President","Leg. Dist. 26",,"Total votes",345
"Monroe","16","President","Leg. Dist. 26",,"Total votes",324
"Monroe","17","President","Leg. Dist. 26",,"Total votes",285
"Monroe","1","President","Leg. Dist. 27",,"Total votes",421
"Monroe","2","President","Leg. Dist. 27",,"Total votes",433
"Monroe","3","President","Leg. Dist. 27",,"Total votes",359
"Monroe","4","President","Leg. Dist. 27",,"Total votes",439
"Monroe","5","President","Leg. Dist. 27",,"Total votes",449
"Monroe","6","President","Leg. Dist. 27",,"Total votes",426
"Monroe","7","President","Leg. Dist. 27",,"Total votes",404
"Monroe","8","President","Leg. Dist. 27",,"Total votes",682
"Monroe","9","President","Leg. Dist. 27",,"Total votes",430
"Monroe","10","President","Leg. Dist. 27",,"Total votes",396
"Monroe","11","President","Leg. Dist. 27",,"Total votes",486
"Monroe","12","President","Leg. Dist. 27",,"Total votes",375
"Monroe","13","President","Leg. Dist. 27",,"Total votes",436
"Monroe","14","President","Leg. Dist. 27",,"Total votes",324
"Monroe","15","President","Leg. Dist. 27",,"Total votes",390
"Monroe","16","President","Leg. Dist. 27",,"Total votes",409
"Monroe","17","President","Leg. Dist. 27",,"Total votes",494
"Monroe","18","President","Leg. Dist. 27",,"Total votes",442
"Monroe","19","President","Leg. Dist. 27",,"Total votes",449
"Monroe","20","President","Leg. Dist. 27",,"Total votes",291
"Monroe","21","President","Leg. Dist. 27",,"Total votes",216
"Monroe","22","President","Leg. Dist. 27",,"Total votes",349
"Monroe","23","President","Leg. Dist. 27",,"Total votes",275
"Monroe","25","President","Leg. Dist. 27",,"Total votes",182
"Monroe","26","President","Leg. Dist. 27",,"Total votes",244
"Monroe","1","President","Leg. Dist. 28",,"Total votes",355
"Monroe","2","President","Leg. Dist. 28",,"Total votes",235
"Monroe","3","President","Leg. Dist. 28",,"Total votes",234
"Monroe","4","President","Leg. Dist. 28",,"Total votes",221
"Monroe","5","President","Leg. Dist. 28",,"Total votes",206
"Monroe","6","President","Leg. Dist. 28",,"Total votes",447
"Monroe","7","President","Leg. Dist. 28",,"Total votes",560
"Monroe","8","President","Leg. Dist. 28",,"Total votes",312
"Monroe","9","President","Leg. Dist. 28",,"Total votes",353
"Monroe","10","President","Leg. Dist. 28",,"Total votes",145
"Monroe","11","President","Leg. Dist. 28",,"Total votes",289
"Monroe","12","President","Leg. Dist. 28",,"Total votes",203
"Monroe","13","President","Leg. Dist. 28",,"Total votes",345
"Monroe","14","President","Leg. Dist. 28",,"Total votes",348
"Monroe","15","President","Leg. Dist. 28",,"Total votes",151
"Monroe","16","President","Leg. Dist. 28",,"Total votes",289
"Monroe","17","President","Leg. Dist. 28",,"Total votes",57
"Monroe","18","President","Leg. Dist. 28",,"Total votes",314
"Monroe","20","President","Leg. Dist. 28",,"Total votes",454
"Monroe","21","President","Leg. Dist. 28",,"Total votes",406
"Monroe","22","President","Leg. Dist. 28",,"Total votes",202
"Monroe","1","President","Leg. Dist. 29",,"Total votes",53
"Monroe","2","President","Leg. Dist. 29",,"Total votes",154
"Monroe","3","President","Leg. Dist. 29",,"Total votes",18
"Monroe","4","President","Leg. Dist. 29",,"Total votes",379
"Monroe","5","President","Leg. Dist. 29",,"Total votes",398
"Monroe","6","President","Leg. Dist. 29",,"Total votes",253
"Monroe","7","President","Leg. Dist. 29",,"Total votes",244
"Monroe","8","President","Leg. Dist. 29",,"Total votes",104
"Monroe","9","President","Leg. Dist. 29",,"Total votes",557
"Monroe","10","President","Leg. Dist. 29",,"Total votes",496
"Monroe","11","President","Leg. Dist. 29",,"Total votes",335
"Monroe","12","President","Leg. Dist. 29",,"Total votes",431
"Monroe","13","President","Leg. Dist. 29",,"Total votes",277
"Monroe","14","President","Leg. Dist. 29",,"Total votes",132
"Monroe","15","President","Leg. Dist. 29",,"Total votes",389
"Monroe","16","President","Leg. Dist. 29",,"Total votes",145
"Monroe","17","President","Leg. Dist. 29",,"Total votes",234
"Monroe","18","President","Leg. Dist. 29",,"Total votes",318
"Monroe","19","President","Leg. Dist. 29",,"Total votes",223
"Monroe","20","President","Leg. Dist. 29",,"Total votes",518
"Monroe","21","President","Leg. Dist. 29",,"Total votes",396
"Monroe","22","President","Leg. Dist. 29",,"Total votes",170
"Monroe","23","President","Leg. Dist. 29",,"Total votes",302
"Monroe","24","President","Leg. Dist. 29",,"Total votes",489
"Monroe","25/28","President","Leg. Dist. 29",,"Total votes",464
"Monroe","26","President","Leg. Dist. 29",,"Total votes",198
"Monroe","1","President","Brighton",,"Total votes",511
"Monroe","2","President","Brighton",,"Total votes",325
"Monroe","3","President","Brighton",,"Total votes",434
"Monroe","4","President","Brighton",,"Total votes",437
"Monroe","5","President","Brighton",,"Total votes",446
"Monroe","6","President","Brighton",,"Total votes",599
"Monroe","7","President","Brighton",,"Total votes",390
"Monroe","8","President","Brighton",,"Total votes",456
"Monroe","9","President","Brighton",,"Total votes",407
"Monroe","10","President","Brighton",,"Total votes",487
"Monroe","11","President","Brighton",,"Total votes",525
"Monroe","12","President","Brighton",,"Total votes",552
"Monroe","13","President","Brighton",,"Total votes",297
"Monroe","14","President","Brighton",,"Total votes",368
"Monroe","15","President","Brighton",,"Total votes",374
"Monroe","16","President","Brighton",,"Total votes",300
"Monroe","17","President","Brighton",,"Total votes",258
"Monroe","18","President","Brighton",,"Total votes",422
"Monroe","19","President","Brighton",,"Total votes",280
"Monroe","20","President","Brighton",,"Total votes",355
"Monroe","21","President","Brighton",,"Total votes",387
"Monroe","22","President","Brighton",,"Total votes",445
"Monroe","23","President","Brighton",,"Total votes",330
"Monroe","24","President","Brighton",,"Total votes",477
"Monroe","25","President","Brighton",,"Total votes",342
"Monroe","26","President","Brighton",,"Total votes",352
"Monroe","27","President","Brighton",,"Total votes",332
"Monroe","28","President","Brighton",,"Total votes",570
"Monroe","29","President","Brighton",,"Total votes",344
"Monroe","30","President","Brighton",,"Total votes",788
"Monroe","31","President","Brighton",,"Total votes",371
"Monroe","32","President","Brighton",,"Total votes",475
"Monroe","33","President","Brighton",,"Total votes",466
"Monroe","34","President","Brighton",,"Total votes",429
"Monroe","35","President","Brighton",,"Total votes",393
"Monroe","36","President","Brighton",,"Total votes",408
"Monroe","37","President","Brighton",,"Total votes",327
"Monroe","38","President","Brighton",,"Total votes",472
"Monroe","39","President","Brighton",,"Total votes",358
"Monroe","40","President","Brighton",,"Total votes",711
"Monroe","41","President","Brighton",,"Total votes",627
"Monroe","42","President","Brighton",,"Total votes",143
"Monroe","43","President","Brighton",,"Total votes",480
"Monroe","44","President","Brighton",,"Total votes",175
"Monroe","45","President","Brighton",,"Total votes",332
"Monroe","46","President","Brighton",,"Total votes",254
"Monroe","1","President","Chili",,"Total votes",342
"Monroe","2","President","Chili",,"Total votes",526
"Monroe","3","President","Chili",,"Total votes",519
"Monroe","4","President","Chili",,"Total votes",346
"Monroe","5","President","Chili",,"Total votes",424
"Monroe","6","President","Chili",,"Total votes",443
"Monroe","7","President","Chili",,"Total votes",271
"Monroe","8","President","Chili",,"Total votes",458
"Monroe","9","President","Chili",,"Total votes",437
"Monroe","10","President","Chili",,"Total votes",309
"Monroe","11","President","Chili",,"Total votes",473
"Monroe","12","President","Chili",,"Total votes",443
"Monroe","13","President","Chili",,"Total votes",631
"Monroe","14","President","Chili",,"Total votes",442
"Monroe","15","President","Chili",,"Total votes",374
"Monroe","16","President","Chili",,"Total votes",842
"Monroe","17","President","Chili",,"Total votes",1027
"Monroe","18","President","Chili",,"Total votes",489
"Monroe","19","President","Chili",,"Total votes",415
"Monroe","20","President","Chili",,"Total votes",600
"Monroe","21","President","Chili",,"Total votes",302
"Monroe","22","President","Chili",,"Total votes",512
"Monroe","23","President","Chili",,"Total votes",349
"Monroe","24","President","Chili",,"Total votes",935
"Monroe","25","President","Chili",,"Total votes",386
"Monroe","26","President","Chili",,"Total votes",585
"Monroe","27","President","Chili",,"Total votes",417
"Monroe","28","President","Chili",,"Total votes",362
"Monroe","29","President","Chili",,"Total votes",285
"Monroe","30","President","Chili",,"Total votes",309
"Monroe","31","President","Chili",,"Total votes",430
"Monroe","32","President","Chili",,"Total votes",496
"Monroe","1","President","Clarkson",,"Total votes",641
"Monroe","2","President","Clarkson",,"Total votes",88
"Monroe","3","President","Clarkson",,"Total votes",497
"Monroe","4","President","Clarkson",,"Total votes",717
"Monroe","5","President","Clarkson",,"Total votes",989
"Monroe","6","President","Clarkson",,"Total votes",403
"Monroe","1","President","East Rochester",,"Total votes",489
"Monroe","2","President","East Rochester",,"Total votes",402
"Monroe","3","President","East Rochester",,"Total votes",372
"Monroe","4","President","East Rochester",,"Total votes",369
"Monroe","5","President","East Rochester",,"Total votes",365
"Monroe","6","President","East Rochester",,"Total votes",436
"Monroe","7","President","East Rochester",,"Total votes",385
"Monroe","1","President","Gates",,"Total votes",271
"Monroe","2","President","Gates",,"Total votes",359
"Monroe","3","President","Gates",,"Total votes",385
"Monroe","4","President","Gates",,"Total votes",411
"Monroe","5","President","Gates",,"Total votes",442
"Monroe","6","President","Gates",,"Total votes",433
"Monroe","7","President","Gates",,"Total votes",816
"Monroe","8","President","Gates",,"Total votes",306
"Monroe","9","President","Gates",,"Total votes",469
"Monroe","10","President","Gates",,"Total votes",234
"Monroe","11","President","Gates",,"Total votes",302
"Monroe","12","President","Gates",,"Total votes",282
"Monroe","13","President","Gates",,"Total votes",446
"Monroe","14","President","Gates",,"Total votes",327
"Monroe","15","President","Gates",,"Total votes",648
"Monroe","16","President","Gates",,"Total votes",316
"Monroe","17","President","Gates",,"Total votes",403
"Monroe","18","President","Gates",,"Total votes",455
"Monroe","19","President","Gates",,"Total votes",364
"Monroe","20","President","Gates",,"Total votes",364
"Monroe","21","President","Gates",,"Total votes",351
"Monroe","22","President","Gates",,"Total votes",300
"Monroe","23","President","Gates",,"Total votes",378
"Monroe","24","President","Gates",,"Total votes",677
"Monroe","25","President","Gates",,"Total votes",338
"Monroe","26","President","Gates",,"Total votes",493
"Monroe","27","President","Gates",,"Total votes",526
"Monroe","28","President","Gates",,"Total votes",327
"Monroe","29","President","Gates",,"Total votes",395
"Monroe","30","President","Gates",,"Total votes",256
"Monroe","31","President","Gates",,"Total votes",322
"Monroe","32","President","Gates",,"Total votes",424
"Monroe","33","President","Gates",,"Total votes",207
"Monroe","34","President","Gates",,"Total votes",369
"Monroe","35","President","Gates",,"Total votes",273
"Monroe","1","President","Greece",,"Total votes",362
"Monroe","2","President","Greece",,"Total votes",461
"Monroe","3","President","Greece",,"Total votes",344
"Monroe","4","President","Greece",,"Total votes",335
"Monroe","5","President","Greece",,"Total votes",297
"Monroe","6","President","Greece",,"Total votes",327
"Monroe","7","President","Greece",,"Total votes",437
"Monroe","8","President","Greece",,"Total votes",395
"Monroe","9","President","Greece",,"Total votes",405
"Monroe","10","President","Greece",,"Total votes",361
"Monroe","11","President","Greece",,"Total votes",200
"Monroe","12","President","Greece",,"Total votes",267
"Monroe","13","President","Greece",,"Total votes",332
"Monroe","14","President","Greece",,"Total votes",287
"Monroe","15","President","Greece",,"Total votes",354
"Monroe","16","President","Greece",,"Total votes",279
"Monroe","17","President","Greece",,"Total votes",527
"Monroe","18","President","Greece",,"Total votes",457
"Monroe","19","President","Greece",,"Total votes",342
"Monroe","20","President","Greece",,"Total votes",386
"Monroe","21","President","Greece",,"Total votes",359
"Monroe","22","President","Greece",,"Total votes",324
"Monroe","23","President","Greece",,"Total votes",571
"Monroe","24","President","Greece",,"Total votes",555
"Monroe","25","President","Greece",,"Total votes",384
"Monroe","26","President","Greece",,"Total votes",290
"Monroe","27","President","Greece",,"Total votes",669
"Monroe","28","President","Greece",,"Total votes",525
"Monroe","29","President","Greece",,"Total votes",407
"Monroe","30","President","Greece",,"Total votes",294
"Monroe","31","President","Greece",,"Total votes",325
"Monroe","32","President","Greece",,"Total votes",405
"Monroe","33","President","Greece",,"Total votes",521
"Monroe","34","President","Greece",,"Total votes",431
"Monroe","35","President","Greece",,"Total votes",391
"Monroe","36","President","Greece",,"Total votes",574
"Monroe","37","President","Greece",,"Total votes",279
"Monroe","38","President","Greece",,"Total votes",594
"Monroe","39","President","Greece",,"Total votes",286
"Monroe","40","President","Greece",,"Total votes",361
"Monroe","41","President","Greece",,"Total votes",464
"Monroe","42","President","Greece",,"Total votes",377
"Monroe","43","President","Greece",,"Total votes",439
"Monroe","44","President","Greece",,"Total votes",580
"Monroe","45","President","Greece",,"Total votes",689
"Monroe","46","President","Greece",,"Total votes",304
"Monroe","47","President","Greece",,"Total votes",411
"Monroe","48","President","Greece",,"Total votes",302
"Monroe","49","President","Greece",,"Total votes",294
"Monroe","50","President","Greece",,"Total votes",388
"Monroe","51","President","Greece",,"Total votes",268
"Monroe","52","President","Greece",,"Total votes",532
"Monroe","53","President","Greece",,"Total votes",444
"Monroe","54","President","Greece",,"Total votes",488
"Monroe","55","President","Greece",,"Total votes",316
"Monroe","56","President","Greece",,"Total votes",490
"Monroe","57","President","Greece",,"Total votes",420
"Monroe","58","President","Greece",,"Total votes",530
"Monroe","59","President","Greece",,"Total votes",365
"Monroe","60","President","Greece",,"Total votes",368
"Monroe","61","President","Greece",,"Total votes",437
"Monroe","62","President","Greece",,"Total votes",540
"Monroe","63","President","Greece",,"Total votes",477
"Monroe","64","President","Greece",,"Total votes",347
"Monroe","65","President","Greece",,"Total votes",385
"Monroe","66","President","Greece",,"Total votes",234
"Monroe","67","President","Greece",,"Total votes",379
"Monroe","68","President","Greece",,"Total votes",491
"Monroe","69","President","Greece",,"Total votes",276
"Monroe","70","President","Greece",,"Total votes",1126
"Monroe","71","President","Greece",,"Total votes",517
"Monroe","72","President","Greece",,"Total votes",600
"Monroe","73","President","Greece",,"Total votes",266
"Monroe","74","President","Greece",,"Total votes",438
"Monroe","75","President","Greece",,"Total votes",353
"Monroe","76","President","Greece",,"Total votes",327
"Monroe","77","President","Greece",,"Total votes",480
"Monroe","78","President","Greece",,"Total votes",310
"Monroe","79","President","Greece",,"Total votes",788
"Monroe","80","President","Greece",,"Total votes",548
"Monroe","81","President","Greece",,"Total votes",269
"Monroe","82","President","Greece",,"Total votes",514
"Monroe","83","President","Greece",,"Total votes",278
"Monroe","84","President","Greece",,"Total votes",503
"Monroe","85","President","Greece",,"Total votes",532
"Monroe","86","President","Greece",,"Total votes",517
"Monroe","87","President","Greece",,"Total votes",381
"Monroe","88","President","Greece",,"Total votes",425
"Monroe","89","President","Greece",,"Total votes",351
"Monroe","90","President","Greece",,"Total votes",535
"Monroe","91","President","Greece",,"Total votes",735
"Monroe","92","President","Greece",,"Total votes",688
"Monroe","93","President","Greece",,"Total votes",591
"Monroe","94","President","Greece",,"Total votes",484
"Monroe","95","President","Greece",,"Total votes",326
"Monroe","96","President","Greece",,"Total votes",538
"Monroe","97","President","Greece",,"Total votes",744
"Monroe","98","President","Greece",,"Total votes",764
"Monroe","99","President","Greece",,"Total votes",485
"Monroe","100","President","Greece",,"Total votes",653
"Monroe","101","President","Greece",,"Total votes",283
"Monroe","102","President","Greece",,"Total votes",674
"Monroe","103","President","Greece",,"Total votes",503
"Monroe","104","President","Greece",,"Total votes",357
"Monroe","105","President","Greece",,"Total votes",569
"Monroe","106","President","Greece",,"Total votes",413
"Monroe","107","President","Greece",,"Total votes",344
"Monroe","108","President","Greece",,"Total votes",353
"Monroe","109","President","Greece",,"Total votes",617
"Monroe","1","President","Hamlin",,"Total votes",453
"Monroe","2","President","Hamlin",,"Total votes",474
"Monroe","3","President","Hamlin",,"Total votes",483
"Monroe","4","President","Hamlin",,"Total votes",341
"Monroe","5","President","Hamlin",,"Total votes",427
"Monroe","6","President","Hamlin",,"Total votes",371
"Monroe","7","President","Hamlin",,"Total votes",547
"Monroe","8","President","Hamlin",,"Total votes",331
"Monroe","9","President","Hamlin",,"Total votes",283
"Monroe","10","President","Hamlin",,"Total votes",509
"Monroe","1","President","Henrietta",,"Total votes",533
"Monroe","2","President","Henrietta",,"Total votes",422
"Monroe","3","President","Henrietta",,"Total votes",320
"Monroe","4","President","Henrietta",,"Total votes",509
"Monroe","5","President","Henrietta",,"Total votes",459
"Monroe","6","President","Henrietta",,"Total votes",435
"Monroe","7","President","Henrietta",,"Total votes",355
"Monroe","8","President","Henrietta",,"Total votes",434
"Monroe","9","President","Henrietta",,"Total votes",374
"Monroe","10","President","Henrietta",,"Total votes",436
"Monroe","11","President","Henrietta",,"Total votes",427
"Monroe","12","President","Henrietta",,"Total votes",412
"Monroe","13","President","Henrietta",,"Total votes",728
"Monroe","14","President","Henrietta",,"Total votes",425
"Monroe","15","President","Henrietta",,"Total votes",560
"Monroe","16","President","Henrietta",,"Total votes",302
"Monroe","17","President","Henrietta",,"Total votes",489
"Monroe","18","President","Henrietta",,"Total votes",525
"Monroe","19","President","Henrietta",,"Total votes",396
"Monroe","20","President","Henrietta",,"Total votes",745
"Monroe","21","President","Henrietta",,"Total votes",349
"Monroe","22","President","Henrietta",,"Total votes",643
"Monroe","23","President","Henrietta",,"Total votes",472
"Monroe","24","President","Henrietta",,"Total votes",573
"Monroe","25","President","Henrietta",,"Total votes",394
"Monroe","26","President","Henrietta",,"Total votes",856
"Monroe","27","President","Henrietta",,"Total votes",731
"Monroe","28","President","Henrietta",,"Total votes",510
"Monroe","29","President","Henrietta",,"Total votes",1430
"Monroe","30","President","Henrietta",,"Total votes",1057
"Monroe","31","President","Henrietta",,"Total votes",324
"Monroe","32","President","Henrietta",,"Total votes",668
"Monroe","33","President","Henrietta",,"Total votes",347
"Monroe","34","President","Henrietta",,"Total votes",310
"Monroe","35","President","Henrietta",,"Total votes",635
"Monroe","1","President","Irondequoit",,"Total votes",655
"Monroe","2","President","Irondequoit",,"Total votes",325
"Monroe","3","President","Irondequoit",,"Total votes",519
"Monroe","4","President","Irondequoit",,"Total votes",218
"Monroe","5","President","Irondequoit",,"Total votes",444
"Monroe","6","President","Irondequoit",,"Total votes",648
"Monroe","7","President","Irondequoit",,"Total votes",543
"Monroe","8","President","Irondequoit",,"Total votes",421
"Monroe","9","President","Irondequoit",,"Total votes",434
"Monroe","10","President","Irondequoit",,"Total votes",406
"Monroe","11","President","Irondequoit",,"Total votes",248
"Monroe","12","President","Irondequoit",,"Total votes",373
"Monroe","13","President","Irondequoit",,"Total votes",552
"Monroe","14","President","Irondequoit",,"Total votes",548
"Monroe","15","President","Irondequoit",,"Total votes",501
"Monroe","16","President","Irondequoit",,"Total votes",676
"Monroe","17","President","Irondequoit",,"Total votes",289
"Monroe","18","President","Irondequoit",,"Total votes",431
"Monroe","19","President","Irondequoit",,"Total votes",516
"Monroe","20","President","Irondequoit",,"Total votes",371
"Monroe","21","President","Irondequoit",,"Total votes",414
"Monroe","22","President","Irondequoit",,"Total votes",429
"Monroe","23","President","Irondequoit",,"Total votes",401
"Monroe","24","President","Irondequoit",,"Total votes",376
"Monroe","25","President","Irondequoit",,"Total votes",396
"Monroe","26","President","Irondequoit",,"Total votes",324
"Monroe","27","President","Irondequoit",,"Total votes",267
"Monroe","28","President","Irondequoit",,"Total votes",355
"Monroe","29","President","Irondequoit",,"Total votes",379
"Monroe","30","President","Irondequoit",,"Total votes",382
